Date,Open,High,Low,Close,Adj Close,Volume
1999-10-01,14.000000,15.250000,12.500000,15.250000,10.377535,6409400
1999-11-01,15.000000,19.375000,14.312500,18.375000,12.504076,1550500
1999-12-01,18.375000,19.375000,16.687500,17.187500,11.695989,707100
2000-01-01,17.437500,18.375000,15.000000,17.500000,11.908642,972500
2000-02-01,17.375000,21.875000,17.375000,21.875000,14.885799,658100
2000-03-01,22.500000,25.000000,19.750000,20.250000,13.780003,947400
2000-04-01,20.250000,26.000000,20.250000,26.000000,17.692841,543400
2000-05-01,26.250000,26.500000,22.812500,24.062500,16.374384,755600
2000-06-01,24.062500,36.000000,24.062500,29.000000,19.734324,2693200
2000-07-01,29.187500,36.375000,28.312500,33.750000,22.966679,1538300
2000-08-01,33.750000,41.000000,31.125000,41.000000,27.900246,644300
2000-09-01,41.250000,42.625000,32.000000,32.000000,21.775803,1080700
2000-10-01,32.250000,43.000000,31.875000,42.625000,29.006044,2016300
2000-11-01,42.375000,47.937500,39.750000,43.625000,29.686541,1404100
2000-12-01,43.625000,48.000000,37.625000,42.000000,28.580742,1183500
2001-01-01,42.250000,42.562500,35.375000,39.919998,27.165318,1344800
2001-02-01,40.000000,44.000000,39.000000,39.400002,26.811462,948400
2001-03-01,39.400002,41.549999,31.250000,36.000000,24.497780,1048100
2001-04-01,35.900002,36.750000,30.760000,33.799999,23.000694,1990700
2001-05-01,33.549999,37.770000,32.610001,36.400002,24.769993,1210500
2001-06-01,36.400002,37.000000,32.799999,34.290001,23.334133,1611800
2001-07-01,34.750000,41.959999,33.849998,39.849998,27.117685,1893800
2001-08-01,39.849998,41.650002,38.000000,38.049999,25.892801,746600
2001-09-01,38.060001,44.500000,38.060001,44.220001,30.091457,1471100
2001-10-01,43.500000,44.400002,38.970001,43.250000,29.431372,1585200
2001-11-01,43.250000,44.119999,38.650002,38.779999,26.389565,1125500
2001-12-01,39.000000,42.680000,37.459999,41.700001,28.376596,1008000
2002-01-01,41.779999,43.099998,40.599998,43.000000,29.261242,1226600
2002-02-01,43.000000,44.709999,40.450001,44.500000,30.281982,1218900
2002-03-01,44.400002,46.259998,43.790001,44.599998,30.350042,758200
2002-04-01,44.599998,47.599998,40.349998,46.000000,31.302715,1538700
2002-05-01,46.150002,47.500000,42.500000,43.000000,29.261242,773900
2002-06-01,42.750000,45.200001,40.900002,44.299999,30.145876,1435900
2002-07-01,44.549999,44.650002,38.500000,41.950001,28.546719,2183100
2002-08-01,42.200001,46.950001,40.230000,44.250000,30.111866,1296300
2002-09-01,44.099998,44.900002,40.450001,41.419998,28.186058,1035900
2002-10-01,41.419998,41.680000,34.500000,35.720001,24.307247,2207200
2002-11-01,35.720001,40.150002,33.549999,40.009998,27.226553,1992800
2002-12-01,40.560001,41.500000,38.099998,39.400002,26.811462,1653800
2003-01-01,39.580002,43.000000,39.580002,42.250000,28.750866,1335300
2003-02-01,42.250000,43.349998,40.000000,41.599998,28.308550,1271100
