Date,Open,High,Low,Close,Adj Close,Volume
2001-06-01,55.424999,56.810001,55.029999,56.500000,39.740376,4888000
2001-07-01,56.299999,56.970001,53.400002,55.419998,39.078197,4767200
2001-08-01,55.599998,56.200001,51.705002,52.174999,36.790047,1812200
2001-09-01,52.169998,53.035000,43.400002,47.474998,33.475945,3627600
2001-10-01,47.099998,50.575001,46.654999,48.450001,34.285431,12946600
2001-11-01,48.724998,53.174999,48.064999,52.139999,36.896637,4535600
2001-12-01,51.834999,53.950001,51.400002,52.695000,37.289383,3976800
2002-01-01,53.000000,54.375000,50.215000,52.235001,37.101990,6952200
2002-02-01,52.334999,52.334999,49.724998,51.320000,36.452068,5258800
2002-03-01,51.439999,54.419998,51.435001,53.055000,37.684429,3995000
2002-04-01,53.000000,53.235001,49.950001,50.689999,36.106022,5967600
2002-05-01,50.689999,51.895000,49.220001,49.974998,35.596710,2950800
2002-06-01,50.000000,50.180000,44.575001,46.400002,33.050266,5423600
2002-07-01,46.500000,46.500000,36.544998,42.529999,30.378630,11085800
2002-08-01,42.299999,45.130001,39.099998,42.855000,30.610794,8420800
2002-09-01,42.150002,43.244999,37.715000,38.375000,27.410774,7631800
2002-10-01,38.775002,42.299999,36.000000,41.250000,29.578098,12488400
2002-11-01,41.049999,44.125000,40.794998,43.724998,31.352774,6866400
2002-12-01,44.540001,44.700001,40.724998,41.314999,29.624710,10837200
2003-01-01,41.700001,43.724998,39.424999,40.169998,28.938614,7358200
2003-02-01,40.349998,40.599998,37.880001,39.549999,28.491968,9953200
2003-03-01,39.900002,42.029999,37.195000,39.700001,28.600039,16879000
2003-04-01,39.924999,43.355000,39.750000,43.119999,31.179066,10442000
2003-05-01,42.974998,45.724998,42.439999,45.634998,32.997604,6680400
2003-06-01,46.075001,48.075001,45.705002,46.224998,33.424232,5530800
2003-07-01,46.099998,48.360001,45.669998,47.299999,34.310677,4055200
2003-08-01,47.224998,48.549999,45.825001,48.430000,35.130375,3840000
2003-09-01,48.619999,50.000000,47.419998,47.750000,34.637093,5331200
2003-10-01,48.020000,50.825001,47.915001,50.639999,36.864223,4302600
2003-11-01,50.895000,51.485001,49.875000,51.400002,37.417465,3772800
2003-12-01,51.650002,53.580002,50.840000,53.230000,38.749638,6266000
2004-01-01,53.695000,55.845001,53.130001,54.619999,39.929859,6910800
2004-02-01,54.700001,56.044998,54.130001,55.384998,40.489082,4434000
2004-03-01,55.445000,56.395000,52.625000,54.639999,39.944466,8428000
2004-04-01,54.650002,55.830002,53.200001,53.424999,39.183506,6786600
2004-05-01,53.825001,54.439999,51.825001,54.200001,39.751911,9107000
2004-06-01,54.150002,55.389999,53.875000,55.110001,40.419323,6131400
2004-07-01,55.150002,55.215000,51.810001,53.150002,39.116611,6064000
2004-08-01,52.750000,53.459999,50.950001,53.180000,39.138687,6748600
2004-09-01,53.224998,54.785000,53.000000,53.880001,39.653877,9163400
2004-10-01,54.174999,55.250000,52.994999,54.849998,40.513351,8172400
2004-11-01,54.924999,57.985001,54.730000,57.450001,42.433750,10326600
2004-12-01,57.625000,59.494999,57.294998,59.025002,43.597092,9719600
2005-01-01,59.400002,59.424999,56.540001,57.549999,42.790730,5543000
2005-02-01,57.549999,59.125000,57.525002,58.750000,43.682980,4256800
2005-03-01,58.849998,60.005001,56.599998,57.430000,42.701519,4844200
2005-04-01,57.799999,58.025002,55.314999,56.165001,41.921078,5283600
2005-05-01,56.275002,58.564999,55.805000,58.345001,43.548203,5205400
2005-06-01,58.349998,59.939999,58.255001,58.584999,43.727345,4811000
2005-07-01,58.700001,61.439999,58.250000,61.150002,45.799511,4864400
2005-08-01,61.174999,61.549999,59.255001,60.485001,45.301445,5136000
2005-09-01,60.424999,61.544998,59.560001,60.674999,45.443752,6689800
2005-10-01,60.799999,60.945000,57.424999,59.250000,44.587723,6916600
2005-11-01,59.424999,62.955002,59.250000,61.985001,46.645908,7873000
2005-12-01,62.320000,63.320000,61.549999,61.665001,46.405106,7616800
2006-01-01,61.855000,64.199997,61.430000,63.650002,48.155941,10854400
2006-02-01,63.689999,64.650002,62.404999,63.790001,48.261864,6185600
2006-03-01,64.074997,65.305000,63.099998,64.834999,49.052471,6232000
2006-04-01,64.949997,65.915001,63.904999,65.455002,49.722439,5694200
2006-05-01,65.735001,66.385002,61.860001,63.345001,48.119587,11987600
2006-06-01,63.349998,64.500000,60.500000,63.154999,47.975246,13941800
2006-07-01,63.500000,63.660000,60.514999,63.080002,48.126068,8673400
2006-08-01,62.825001,64.690002,62.174999,64.529999,49.232315,6096200
2006-09-01,64.824997,66.059998,63.755001,65.720001,50.140217,6330800
2006-10-01,65.750000,68.675003,65.209999,68.040001,52.122208,6458000
2006-11-01,68.345001,69.894997,67.209999,69.625000,53.336395,6090000
2006-12-01,69.724998,71.144997,68.894997,70.105003,53.704121,5583000
2007-01-01,70.574997,71.550003,69.324997,71.410004,54.982037,9905800
2007-02-01,71.599998,72.949997,67.584999,70.250000,54.088898,8715200
2007-03-01,68.980003,71.839996,68.050003,70.735001,54.462345,10956200
2007-04-01,70.989998,74.445000,70.525002,73.580002,56.895069,8566000
2007-05-01,73.650002,76.470001,73.220001,76.320000,59.013744,8888000
2007-06-01,76.525002,76.809998,73.580002,74.690002,57.753376,12072000
2007-07-01,74.750000,77.355003,71.904999,72.050003,55.924328,12724800
2007-08-01,72.035004,74.449997,67.870003,73.110001,56.747082,29641200
2007-09-01,73.050003,76.394997,71.449997,75.599998,58.679806,18365600
2007-10-01,75.750000,78.254997,73.904999,76.955002,59.986221,14684800
2007-11-01,76.110001,76.114998,69.839996,73.474998,57.273548,16797200
2007-12-01,73.430000,75.779999,71.175003,72.574997,56.572002,15871400
2008-01-01,72.599998,72.800003,60.000000,68.099998,53.368805,43053800
2008-02-01,68.379997,69.275002,65.364998,66.400002,52.036530,24346600
2008-03-01,66.114998,67.425003,62.419998,65.500000,51.331234,24552600
2008-04-01,66.324997,69.699997,65.675003,68.699997,54.090492,16504400
2008-05-01,68.699997,71.800003,68.584999,70.084999,55.180958,24483400
2008-06-01,69.985001,70.625000,63.830002,64.089996,50.460831,24325000
2008-07-01,63.490002,64.849998,60.090000,63.689999,50.383408,45319400
2008-08-01,63.860001,66.010002,62.610001,64.620003,51.119099,31130500
2008-09-01,65.360001,65.699997,55.889999,58.360001,46.166992,53017700
2008-10-01,58.290001,58.520000,41.400002,48.160000,38.286331,173103100
2008-11-01,48.060001,49.889999,36.320000,44.299999,35.217686,390381200
2008-12-01,43.090000,45.689999,40.200001,44.740002,35.567497,200234000
