Date,Open,High,Low,Close,Adj Close,Volume
1980-03-01,0.000000,5.222222,4.925926,5.166667,1.178376,678000
1980-04-01,0.000000,5.629630,5.074074,5.407407,1.233282,2337000
1980-05-01,0.000000,5.962963,5.425926,5.796296,1.321978,2398800
1980-06-01,0.000000,6.370370,5.685185,5.925926,1.351542,4496400
1980-07-01,0.000000,6.648148,5.870370,6.203704,1.414896,3548100
1980-08-01,0.000000,6.259259,5.981482,6.074074,1.385331,1662600
1980-09-01,0.000000,6.388889,5.814815,5.870370,1.338871,4421700
1980-10-01,0.000000,6.296296,5.814815,6.092593,1.389554,1853400
1980-11-01,0.000000,6.333333,5.777778,5.833333,1.330424,2008800
1980-12-01,0.000000,6.314815,5.648148,6.314815,1.440237,4491300
1981-01-01,0.000000,7.351852,6.222222,6.796296,1.550049,7054500
1981-02-01,0.000000,7.555555,6.722222,7.481482,1.706322,7855200
1981-03-01,0.000000,8.074074,7.259259,7.870370,1.795017,7864200
1981-04-01,0.000000,8.407408,7.814815,8.074074,1.841477,4554300
1981-05-01,0.000000,8.555555,7.574074,8.518518,1.942842,4773900
1981-06-01,0.000000,9.333333,8.259259,8.555555,1.951290,7784100
1981-07-01,0.000000,8.555555,7.592593,7.925926,1.807688,4138800
1981-08-01,0.000000,8.259259,7.407407,7.648148,1.744334,2464200
1981-09-01,0.000000,7.666667,6.925926,7.314815,1.668310,6217500
1981-10-01,0.000000,8.407408,7.296296,8.277778,1.887935,3340200
1981-11-01,0.000000,8.796296,7.962963,8.240741,1.879488,5960400
1981-12-01,0.000000,8.277778,7.685185,8.074074,1.841477,2715600
1982-01-01,0.000000,8.074074,6.907407,7.425926,1.693652,4528800
1982-02-01,0.000000,8.259259,7.166667,8.185185,1.866817,3918900
1982-03-01,0.000000,8.333333,7.351852,7.481482,1.706322,4230300
1982-04-01,0.000000,8.083333,7.351852,7.638889,1.742222,3053100
1982-05-01,0.000000,7.750000,6.777778,7.111111,1.621850,4446300
1982-06-01,0.000000,7.333333,6.500000,6.833333,1.558498,2755500
1982-07-01,0.000000,6.861111,5.888889,6.166667,1.406448,5773500
1982-08-01,0.000000,7.333333,6.138889,7.055555,1.609180,6222900
1982-09-01,0.000000,8.027778,6.555555,8.027778,1.830918,7165800
1982-10-01,0.000000,9.500000,7.777778,9.083333,2.071662,10085100
1982-11-01,0.000000,10.527778,9.000000,9.361111,2.135014,5639100
1982-12-01,0.000000,9.888889,8.722222,9.000000,2.052655,6438300
1983-01-01,0.000000,9.666667,8.694445,9.666667,2.204703,6998700
1983-02-01,0.000000,10.166667,9.472222,9.916667,2.261721,7884300
1983-03-01,0.000000,11.111111,9.833333,10.694445,2.439112,7395300
1983-04-01,0.000000,12.500000,10.638889,12.222222,2.787556,6050100
1983-05-01,0.000000,12.194445,11.250000,11.666667,2.660848,7998900
1983-06-01,0.000000,11.888889,10.027778,10.555555,2.407434,10170300
1983-07-01,0.000000,11.500000,10.250000,10.583333,2.413770,7857000
1983-08-01,0.000000,11.222222,10.444445,10.472222,2.388428,5112300
1983-09-01,0.000000,10.750000,9.166667,9.194445,2.097003,13749900
1983-10-01,0.000000,9.888889,8.555555,9.027778,2.058989,9796500
1983-11-01,0.000000,10.527778,9.000000,10.416667,2.375757,6647700
1983-12-01,9.777780,10.527778,9.388889,9.777780,2.230044,5246700
1984-01-01,9.763889,11.388889,9.694445,11.222222,2.559484,6495900
1984-02-01,11.222222,11.416667,10.472222,10.722222,2.445446,5854500
1984-03-01,10.611111,11.000000,10.027778,10.083333,2.299733,5232900
1984-04-01,10.166667,10.625000,9.388889,10.541667,2.449668,3188700
1984-05-01,10.541667,11.083333,7.833333,8.041667,1.868721,9525300
1984-06-01,8.041667,9.083333,7.833333,8.000000,1.859038,13804200
1984-07-01,8.000000,9.125000,7.916667,8.833333,2.100350,5785200
1984-08-01,8.666667,10.083333,8.541667,9.166667,2.179609,9523500
1984-09-01,9.250000,10.916667,9.000000,10.166667,2.417385,10185000
1984-10-01,9.916667,10.458333,9.083333,10.000000,2.429173,11794500
1984-11-01,10.083333,11.000000,10.083333,10.708333,2.601238,7079400
1984-12-01,10.625000,11.958333,10.583333,11.500000,2.793548,17364600
1985-01-01,11.416667,13.000000,11.041667,12.500000,3.090901,12146400
1985-02-01,12.416667,14.333333,12.208333,13.125000,3.245448,13131900
1985-03-01,13.125000,13.416667,12.375000,12.500000,3.090901,16036200
1985-04-01,12.541667,13.625000,12.333333,12.625000,3.172243,10235100
1985-05-01,12.791667,14.500000,12.708333,13.791667,3.465387,20562900
1985-06-01,13.916667,13.958333,13.166667,13.750000,3.454916,10256400
1985-07-01,13.708333,14.833333,13.375000,13.625000,3.475752,12544800
1985-08-01,13.750000,13.875000,12.958333,13.333333,3.401347,13746000
1985-09-01,13.333333,13.375000,11.083333,11.166667,2.848628,13442700
1985-10-01,11.166667,13.208333,11.166667,12.958333,3.358063,9136500
1985-11-01,13.000000,13.916667,12.833333,13.833333,3.584814,9941700
1985-12-01,13.875000,15.416667,13.708333,15.125000,3.919539,14478600
1986-01-01,15.166667,16.333334,13.583333,14.750000,3.877310,14793300
1986-02-01,14.791667,16.125000,13.666667,16.000000,4.205894,14282100
1986-03-01,15.916667,18.416666,15.500000,18.208334,4.786397,21047400
1986-04-01,18.125000,18.750000,16.708334,17.750000,4.728001,10553700
1986-05-01,17.750000,17.958334,16.291666,17.791666,4.739099,12602400
1986-06-01,17.750000,17.791666,16.541666,17.083334,4.550423,17952600
1986-07-01,17.083334,17.416666,14.500000,14.625000,3.944444,8619300
